timestamp,symbol,funding_rate,mark_price
2026-02-04T21:19:43.348876+00:00,NEO,3.9125e-06,3.119
2026-02-04T21:19:43.348876+00:00,ZEN,1.25e-05,6.63
2026-02-04T21:19:43.348876+00:00,FIL,1.25e-05,1.0496
2026-02-04T21:19:43.348876+00:00,PYTH,1.25e-05,0.049399
2026-02-04T21:19:43.348876+00:00,SUSHI,-2.03698e-05,0.23195
2026-02-04T21:19:43.348876+00:00,ILV,0.0,12.118
2026-02-04T21:19:43.348876+00:00,IMX,-1.51664e-05,0.1771
2026-02-04T21:19:43.348876+00:00,kBONK,1.25e-05,0.00695
2026-02-04T21:19:43.348876+00:00,GMT,1.25e-05,0.013467
2026-02-04T21:19:43.348876+00:00,SUPER,1.25e-05,0.13915
2026-02-04T21:19:43.348876+00:00,USTC,-0.0001404786,0.00519
2026-02-04T21:19:43.348876+00:00,NFTI,0.0,6.5609
2026-02-04T21:19:43.348876+00:00,JUP,1.25e-05,0.18928
2026-02-04T21:19:43.348876+00:00,kLUNC,-2.3074e-05,0.03642
2026-02-04T21:19:43.348876+00:00,RSR,1.25e-05,0.001807
2026-02-04T21:19:43.348876+00:00,GALA,1.25e-05,0.004676
2026-02-04T21:19:43.348876+00:00,JTO,1.25e-05,0.28718
2026-02-04T21:19:43.348876+00:00,NTRN,0.0,0.1238
2026-02-04T21:19:43.348876+00:00,ACE,-2.9122e-06,0.1988
2026-02-04T21:19:43.348876+00:00,MAV,1.25e-05,0.019586
2026-02-04T21:19:43.348876+00:00,WIF,1.25e-05,0.24899
2026-02-04T21:19:43.348876+00:00,CAKE,1.25e-05,1.5232
2026-02-04T21:19:43.348876+00:00,PEOPLE,1.25e-05,0.007605
2026-02-04T21:19:43.348876+00:00,ENS,1.25e-05,6.612
2026-02-04T21:19:43.348876+00:00,ETC,1.25e-05,9.3478
2026-02-04T21:19:43.348876+00:00,XAI,-8.3391e-06,0.01156
2026-02-04T21:19:43.348876+00:00,MANTA,-5.97466e-05,0.07504
2026-02-04T21:19:43.348876+00:00,UMA,-1.212e-06,0.56153
2026-02-04T21:19:43.348876+00:00,ONDO,1.25e-05,0.27092
2026-02-04T21:19:43.348876+00:00,ALT,1.25e-05,0.009228
2026-02-04T21:19:43.348876+00:00,ZETA,1.25e-05,0.05835
2026-02-04T21:19:43.348876+00:00,DYM,1.25e-05,0.04641
2026-02-04T21:19:43.348876+00:00,MAVIA,1.25e-05,0.04362
2026-02-04T21:19:43.348876+00:00,W,1.25e-05,0.02309
2026-02-04T21:19:43.348876+00:00,PANDORA,0.0,3026.3
2026-02-04T21:19:43.348876+00:00,STRK,-2.26679e-05,0.05502
2026-02-04T21:19:43.348876+00:00,PIXEL,0.0,0.024027
2026-02-04T21:19:43.348876+00:00,AI,0.0,0.12555
2026-02-04T21:19:43.348876+00:00,TAO,-1.63946e-05,188.56
2026-02-04T21:19:43.348876+00:00,AR,1.25e-05,2.4525
2026-02-04T21:19:43.348876+00:00,MYRO,0.0,0.015813
2026-02-04T21:19:43.348876+00:00,kFLOKI,1.25e-05,0.03403
2026-02-04T21:19:43.348876+00:00,BOME,1.25e-05,0.000469
2026-02-04T21:19:43.348876+00:00,ETHFI,1.25e-05,0.50963
2026-02-04T21:19:43.348876+00:00,ENA,1.25e-05,0.13483
2026-02-04T21:19:43.348876+00:00,MNT,-2.30743e-05,0.70031
2026-02-04T21:19:43.348876+00:00,TNSR,8.4663e-06,0.04897
2026-02-04T21:19:43.348876+00:00,SAGA,2.1037e-06,0.03487
2026-02-04T21:19:43.348876+00:00,MERL,-5.09489e-05,0.052864
2026-02-04T21:19:43.348876+00:00,HBAR,1.25e-05,0.090295
2026-02-04T21:19:43.348876+00:00,POPCAT,1.25e-05,0.056087
2026-02-04T21:19:43.348876+00:00,OMNI,0.0,4.1915
2026-02-04T21:19:43.348876+00:00,EIGEN,1.25e-05,0.2455
2026-02-04T21:19:43.348876+00:00,REZ,-2.362e-07,0.003505
2026-02-04T21:19:43.348876+00:00,NOT,1.25e-05,0.000447
2026-02-04T21:19:43.348876+00:00,TURBO,1.25e-05,0.001207
2026-02-04T21:19:43.348876+00:00,BRETT,1.25e-05,0.008865
2026-02-04T21:19:43.348876+00:00,IO,1.25e-05,0.11858
2026-02-04T21:19:43.348876+00:00,ZK,-2.49192e-05,0.023023
2026-02-04T21:19:43.348876+00:00,BLAST,-0.0001291521,0.00061
2026-02-04T21:19:43.348876+00:00,LISTA,0.0,0.12466
2026-02-04T21:19:43.348876+00:00,MEW,1.25e-05,0.000676
2026-02-04T21:19:43.348876+00:00,RENDER,1.25e-05,1.5225
2026-02-04T21:19:43.348876+00:00,kDOGS,0.0,0.13659
2026-02-04T21:19:43.348876+00:00,POL,8.1262e-06,0.10762
2026-02-04T21:19:43.348876+00:00,CATI,0.0,0.082821
2026-02-04T21:19:43.348876+00:00,CELO,-4.23588e-05,0.090295
2026-02-04T21:19:43.348876+00:00,HMSTR,1.25e-05,0.000191
2026-02-04T21:19:43.348876+00:00,SCR,-2.974e-07,0.05819
2026-02-04T21:19:43.348876+00:00,NEIROETH,0.0,0.01808
2026-02-04T21:19:43.348876+00:00,kNEIRO,1.25e-05,0.08573
2026-02-04T21:19:43.348876+00:00,GOAT,1.25e-05,0.02514
2026-02-04T21:19:43.348876+00:00,MOODENG,1.25e-05,0.0523
2026-02-04T21:19:43.348876+00:00,GRASS,-2.97998e-05,0.21675
2026-02-04T21:19:43.348876+00:00,PURR,1.25e-05,0.087531
2026-02-04T21:19:43.348876+00:00,PNUT,1.25e-05,0.05502
2026-02-04T21:19:43.348876+00:00,XLM,-1.6542e-05,0.17208
2026-02-04T21:19:43.348876+00:00,CHILLGUY,1.25e-05,0.011222
2026-02-04T21:19:43.348876+00:00,SAND,1.25e-05,0.097485
2026-02-04T21:19:43.348876+00:00,IOTA,1.25e-05,0.075945
2026-02-04T21:19:43.348876+00:00,ALGO,1.25e-05,0.10303
2026-02-04T21:19:43.348876+00:00,HYPE,-7.1311e-06,35.186
2026-02-04T21:19:43.348876+00:00,ME,1.25e-05,0.15605
2026-02-04T21:19:43.348876+00:00,MOVE,-0.000109679,0.025535
2026-02-04T21:19:43.348876+00:00,VIRTUAL,1.25e-05,0.63315
2026-02-04T21:19:43.348876+00:00,PENGU,1.25e-05,0.007356
2026-02-04T21:19:43.348876+00:00,USUAL,1.25e-05,0.01712
2026-02-04T21:19:43.348876+00:00,FARTCOIN,1.25e-05,0.21969
2026-02-04T21:19:43.348876+00:00,AI16Z,0.0,0.06157
2026-02-04T21:19:43.348876+00:00,AIXBT,1.25e-05,0.02402
2026-02-04T21:19:43.348876+00:00,ZEREBRO,1.25e-05,0.008352
2026-02-04T21:19:43.348876+00:00,BIO,1.25e-05,0.030166
2026-02-04T21:19:43.348876+00:00,GRIFFAIN,1.25e-05,0.010569
2026-02-04T21:19:43.348876+00:00,SPX,1.25e-05,0.30765
2026-02-04T21:19:43.348876+00:00,S,1.25e-05,0.048306
2026-02-04T21:19:43.348876+00:00,MORPHO,1.25e-05,1.2365
2026-02-04T21:19:43.348876+00:00,TRUMP,-3.9588e-06,4.1433
2026-02-04T21:19:43.348876+00:00,MELANIA,1.25e-05,0.1248
2026-02-04T21:19:43.348876+00:00,ANIME,-0.0003495983,0.005967
2026-02-04T21:19:43.348876+00:00,VINE,1.25e-05,0.020129
2026-02-04T21:19:43.348876+00:00,VVV,1.25e-05,2.1531
2026-02-04T21:19:43.348876+00:00,JELLY,0.0,0.037555
2026-02-04T21:19:43.348876+00:00,BERA,-1.6186e-06,0.44405
2026-02-04T21:19:43.348876+00:00,TST,1.25e-05,0.011252
2026-02-04T21:19:43.348876+00:00,LAYER,-3.08713e-05,0.09695
2026-02-04T21:19:43.348876+00:00,IP,1.25e-05,1.3162
2026-02-04T21:19:43.348876+00:00,OM,1.25e-05,0.0485
2026-02-04T21:19:43.348876+00:00,KAITO,1.25e-05,0.3556
2026-02-04T21:19:43.348876+00:00,NIL,1.25e-05,0.04767
2026-02-04T21:19:43.348876+00:00,PAXG,1.25e-05,4970.8
2026-02-04T21:19:43.348876+00:00,PROMPT,1.25e-05,0.064389
2026-02-04T21:19:43.348876+00:00,BABY,-8.28023e-05,0.014708
2026-02-04T21:19:43.348876+00:00,WCT,-0.0003910954,0.06372
2026-02-04T21:19:43.348876+00:00,HYPER,-2.77908e-05,0.10621
2026-02-04T21:19:43.348876+00:00,ZORA,-0.0002072342,0.026297
2026-02-04T21:19:43.348876+00:00,INIT,-2.07106e-05,0.07196
2026-02-04T21:19:43.348876+00:00,DOOD,1.25e-05,0.00434
2026-02-04T21:19:43.348876+00:00,LAUNCHCOIN,0.0,0.060367
2026-02-04T21:19:43.348876+00:00,NXPC,1.24246e-05,0.37071
2026-02-04T21:19:43.348876+00:00,SOPH,-6.2084e-05,0.010443
2026-02-04T21:19:43.348876+00:00,RESOLV,1.25e-05,0.080425
2026-02-04T21:19:43.348876+00:00,SYRUP,1.25e-05,0.30203
2026-02-04T21:19:43.348876+00:00,PUMP,1.25e-05,0.002317
2026-02-04T21:19:43.348876+00:00,PROVE,1.25e-05,0.32747
2026-02-04T21:19:43.348876+00:00,YZY,-0.0001023732,0.32451
2026-02-04T21:19:43.348876+00:00,XPL,1.25e-05,0.094654
2026-02-04T21:19:43.348876+00:00,WLFI,-6.0634e-06,0.13221
2026-02-04T21:19:43.348876+00:00,LINEA,1.797e-07,0.003861
2026-02-04T21:19:43.348876+00:00,SKY,-3.8762e-06,0.061236
2026-02-04T21:19:43.348876+00:00,ASTER,1.25e-05,0.54548
2026-02-04T21:19:43.348876+00:00,AVNT,-3.2422e-05,0.22489
2026-02-04T21:19:43.348876+00:00,STBL,1.25e-05,0.033205
2026-02-04T21:19:43.348876+00:00,0G,-0.0005273613,0.62064
2026-02-04T21:19:43.348876+00:00,HEMI,1.25e-05,0.01068
2026-02-04T21:19:43.348876+00:00,APEX,1.25e-05,0.28837
2026-02-04T21:19:43.348876+00:00,2Z,-4.27471e-05,0.10409
2026-02-04T21:19:43.348876+00:00,ZEC,1.25e-05,259.53
2026-02-04T21:19:43.348876+00:00,MON,-1.89702e-05,0.019293
2026-02-04T21:19:43.348876+00:00,MET,1.25e-05,0.2298
2026-02-04T21:19:43.348876+00:00,MEGA,1.25e-05,0.135
2026-02-04T21:19:43.348876+00:00,CC,7.21225e-05,0.17572
2026-02-04T21:19:43.348876+00:00,ICP,4.74e-08,2.6352
2026-02-04T21:19:43.348876+00:00,AERO,1.25e-05,0.36208
2026-02-04T21:19:43.348876+00:00,STABLE,-0.0002073321,0.025644
2026-02-04T21:19:43.348876+00:00,FOGO,1.25e-05,0.027215
2026-02-04T21:19:43.348876+00:00,LIT,1.25e-05,1.5811
2026-02-04T21:19:43.348876+00:00,XMR,1.25e-05,380.74
2026-02-04T21:19:43.348876+00:00,AXS,-0.0001021007,1.5315
2026-02-04T21:19:43.348876+00:00,DASH,-4.8282e-06,40.259
2026-02-04T21:19:43.348876+00:00,SKR,-6.84369e-05,0.017311
2026-02-04T21:35:24.916783+00:00,BTC,1.25e-05,73225.0
2026-02-04T21:35:24.916783+00:00,ETH,1.25e-05,2143.4
2026-02-04T21:35:24.916783+00:00,ATOM,1.25e-05,2.0065
2026-02-04T21:35:24.916783+00:00,MATIC,0.0,0.37621
2026-02-04T21:35:24.916783+00:00,DYDX,1.25e-05,0.12805
2026-02-04T21:35:24.916783+00:00,SOL,-8.9557e-06,92.061
2026-02-04T21:35:24.916783+00:00,AVAX,9.8062e-06,9.7496
2026-02-04T21:35:24.916783+00:00,BNB,8.1872e-06,706.32
2026-02-04T21:35:24.916783+00:00,APE,1.25e-05,0.14432
2026-02-04T21:35:24.916783+00:00,OP,1.25e-05,0.21906
2026-02-04T21:35:24.916783+00:00,LTC,4.7598e-06,58.9
2026-02-04T21:35:24.916783+00:00,ARB,1.11254e-05,0.12933
2026-02-04T21:35:24.916783+00:00,DOGE,1.03024e-05,0.10346
2026-02-04T21:35:24.916783+00:00,INJ,1.25e-05,3.5188
2026-02-04T21:35:24.916783+00:00,SUI,5.2575e-06,1.0858
2026-02-04T21:35:24.916783+00:00,kPEPE,1.25e-05,0.004219
2026-02-04T21:35:24.916783+00:00,CRV,1.25e-05,0.27615
2026-02-04T21:35:24.916783+00:00,LDO,1.25e-05,0.40415
2026-02-04T21:35:24.916783+00:00,LINK,1.25e-05,9.2875
2026-02-04T21:35:24.916783+00:00,STX,1.25e-05,0.27943
2026-02-04T21:35:24.916783+00:00,RNDR,0.0,6.8952
2026-02-04T21:35:24.916783+00:00,CFX,1.25e-05,0.055459
2026-02-04T21:35:24.916783+00:00,FTM,0.0,0.71688
2026-02-04T21:35:24.916783+00:00,GMX,1.25e-05,6.3331
2026-02-04T21:35:24.916783+00:00,SNX,1.25e-05,0.32899
2026-02-04T21:35:24.916783+00:00,XRP,7.9209e-06,1.5241
2026-02-04T21:35:24.916783+00:00,BCH,1.25e-05,530.22
2026-02-04T21:35:24.916783+00:00,APT,-1.41594e-05,1.2244
2026-02-04T21:35:24.916783+00:00,AAVE,9.5649e-06,123.59
2026-02-04T21:35:24.916783+00:00,COMP,1.25e-05,19.53
2026-02-04T21:35:24.916783+00:00,MKR,0.0,1831.5
2026-02-04T21:35:24.916783+00:00,WLD,1.25e-05,0.40875
2026-02-04T21:35:24.916783+00:00,FXS,0.0,0.65538
2026-02-04T21:35:24.916783+00:00,HPOS,0.0,0.041873
2026-02-04T21:35:24.916783+00:00,RLB,0.0,0.071
2026-02-04T21:35:24.916783+00:00,UNIBOT,0.0,7.636
2026-02-04T21:35:24.916783+00:00,YGG,1.25e-05,0.045716
2026-02-04T21:35:24.916783+00:00,TRX,-1.5292e-05,0.28345
2026-02-04T21:35:24.916783+00:00,kSHIB,1.25e-05,0.006627
2026-02-04T21:35:24.916783+00:00,UNI,1.25e-05,3.7948
2026-02-04T21:35:24.916783+00:00,SEI,1.25e-05,0.084982
2026-02-04T21:35:24.916783+00:00,RUNE,1.25e-05,0.43961
2026-02-04T21:35:24.916783+00:00,OX,0.0,0.007459
2026-02-04T21:35:24.916783+00:00,FRIEND,0.0,4.72
2026-02-04T21:35:24.916783+00:00,SHIA,0.0,0.000621
2026-02-04T21:35:24.916783+00:00,CYBER,0.0,1.0415
2026-02-04T21:35:24.916783+00:00,ZRO,1.25e-05,1.7739
2026-02-04T21:35:24.916783+00:00,BLZ,0.0,0.070043
2026-02-04T21:35:24.916783+00:00,DOT,1.25e-05,1.4632
2026-02-04T21:35:24.916783+00:00,BANANA,1.1091e-05,4.9439
2026-02-04T21:35:24.916783+00:00,TRB,1.25e-05,16.075
2026-02-04T21:35:24.916783+00:00,FTT,1.25e-05,0.34074
2026-02-04T21:35:24.916783+00:00,LOOM,0.0,0.071161
2026-02-04T21:35:24.916783+00:00,OGN,0.0,0.055683
2026-02-04T21:35:24.916783+00:00,RDNT,0.0,0.018328
2026-02-04T21:35:24.916783+00:00,ARK,1.25e-05,0.2037
2026-02-04T21:35:24.916783+00:00,BNT,0.0,0.38287
2026-02-04T21:35:24.916783+00:00,CANTO,0.0,0.066
2026-02-04T21:35:24.916783+00:00,REQ,0.0,0.15473
2026-02-04T21:35:24.916783+00:00,BIGTIME,1.25e-05,0.016836
2026-02-04T21:35:24.916783+00:00,KAS,1.25e-05,0.031195
2026-02-04T21:35:24.916783+00:00,ORBS,0.0,0.01939
2026-02-04T21:35:24.916783+00:00,BLUR,1.25e-05,0.022457
2026-02-04T21:35:24.916783+00:00,TIA,3.7367e-06,0.3665
2026-02-04T21:35:24.916783+00:00,BSV,1.25e-05,14.254
2026-02-04T21:35:24.916783+00:00,ADA,1.25e-05,0.28665
2026-02-04T21:35:24.916783+00:00,TON,-1.57118e-05,1.3834
2026-02-04T21:35:24.916783+00:00,MINA,1.25e-05,0.07095
2026-02-04T21:35:24.916783+00:00,POLYX,-2.6511e-05,0.04721
2026-02-04T21:35:24.916783+00:00,GAS,-9.88007e-05,1.831
2026-02-04T21:35:24.916783+00:00,PENDLE,1.25e-05,1.4755
2026-02-04T21:35:24.916783+00:00,STG,0.0,0.15387
2026-02-04T21:35:24.916783+00:00,FET,-3.38116e-05,0.17888
2026-02-04T21:35:24.916783+00:00,STRAX,0.0,1.5829
2026-02-04T21:35:24.916783+00:00,NEAR,1.25e-05,1.1652
2026-02-04T21:35:24.916783+00:00,MEME,1.25e-05,0.000811
2026-02-04T21:35:24.916783+00:00,ORDI,1.25e-05,3.1088
2026-02-04T21:35:24.916783+00:00,BADGER,0.0,0.88823
2026-02-04T21:35:24.916783+00:00,NEO,2.5222e-06,3.1266
2026-02-04T21:35:24.916783+00:00,ZEN,1.25e-05,6.6321
2026-02-04T21:35:24.916783+00:00,FIL,1.25e-05,1.054
2026-02-04T21:35:24.916783+00:00,PYTH,1.05475e-05,0.049537
2026-02-04T21:35:24.916783+00:00,SUSHI,-1.0259e-05,0.23247
2026-02-04T21:35:24.916783+00:00,ILV,0.0,12.118
2026-02-04T21:35:24.916783+00:00,IMX,1.25e-05,0.1776
2026-02-04T21:35:24.916783+00:00,kBONK,1.25e-05,0.006968
2026-02-04T21:35:24.916783+00:00,GMT,1.25e-05,0.013498
2026-02-04T21:35:24.916783+00:00,SUPER,1.25e-05,0.1394
2026-02-04T21:35:24.916783+00:00,USTC,-7.27538e-05,0.005207
2026-02-04T21:35:24.916783+00:00,NFTI,0.0,6.5609
2026-02-04T21:35:24.916783+00:00,JUP,1.25e-05,0.18912
2026-02-04T21:35:24.916783+00:00,kLUNC,-1.74372e-05,0.036519
2026-02-04T21:35:24.916783+00:00,RSR,1.25e-05,0.001811
2026-02-04T21:35:24.916783+00:00,GALA,1.25e-05,0.004683
2026-02-04T21:35:24.916783+00:00,JTO,2.5841e-06,0.28755
2026-02-04T21:35:24.916783+00:00,NTRN,0.0,0.1238
2026-02-04T21:35:24.916783+00:00,ACE,1.25e-05,0.1995
2026-02-04T21:35:24.916783+00:00,MAV,1.25e-05,0.01958
2026-02-04T21:35:24.916783+00:00,WIF,1.25e-05,0.24941
2026-02-04T21:35:24.916783+00:00,CAKE,1.25e-05,1.5229
2026-02-04T21:35:24.916783+00:00,PEOPLE,1.25e-05,0.007623
2026-02-04T21:35:24.916783+00:00,ENS,1.25e-05,6.617
2026-02-04T21:35:24.916783+00:00,ETC,1.25e-05,9.3494
2026-02-04T21:35:24.916783+00:00,XAI,-7.723e-06,0.01156
2026-02-04T21:35:24.916783+00:00,MANTA,-6.38011e-05,0.07627
2026-02-04T21:35:24.916783+00:00,UMA,-3.9653e-06,0.5626
2026-02-04T21:35:24.916783+00:00,ONDO,1.25e-05,0.27061
2026-02-04T21:35:24.916783+00:00,ALT,1.25e-05,0.00925
2026-02-04T21:35:24.916783+00:00,ZETA,1.25e-05,0.0585
2026-02-04T21:35:24.916783+00:00,DYM,1.25e-05,0.04641
2026-02-04T21:35:24.916783+00:00,MAVIA,1.25e-05,0.04374
2026-02-04T21:35:24.916783+00:00,W,1.25e-05,0.02308
2026-02-04T21:35:24.916783+00:00,PANDORA,0.0,3026.3
2026-02-04T21:35:24.916783+00:00,STRK,-2.34906e-05,0.05505
2026-02-04T21:35:24.916783+00:00,PIXEL,0.0,0.024027
2026-02-04T21:35:24.916783+00:00,AI,0.0,0.12555
2026-02-04T21:35:24.916783+00:00,TAO,-1.42925e-05,189.01
2026-02-04T21:35:24.916783+00:00,AR,1.25e-05,2.4569
2026-02-04T21:35:24.916783+00:00,MYRO,0.0,0.015813
2026-02-04T21:35:24.916783+00:00,kFLOKI,1.25e-05,0.03411
2026-02-04T21:35:24.916783+00:00,BOME,1.25e-05,0.000471
2026-02-04T21:35:24.916783+00:00,ETHFI,1.25e-05,0.5095
2026-02-04T21:35:24.916783+00:00,ENA,1.25e-05,0.13466
2026-02-04T21:35:24.916783+00:00,MNT,-3.83752e-05,0.70111
2026-02-04T21:35:24.916783+00:00,TNSR,1.25e-05,0.04925
2026-02-04T21:35:24.916783+00:00,SAGA,1.25e-05,0.03501
2026-02-04T21:35:24.916783+00:00,MERL,-6.7253e-05,0.052664
2026-02-04T21:35:24.916783+00:00,HBAR,1.25e-05,0.090115
2026-02-04T21:35:24.916783+00:00,POPCAT,1.25e-05,0.056051
2026-02-04T21:35:24.916783+00:00,OMNI,0.0,4.1915
2026-02-04T21:35:24.916783+00:00,EIGEN,1.25e-05,0.2456
2026-02-04T21:35:24.916783+00:00,REZ,1.415e-06,0.00351
2026-02-04T21:35:24.916783+00:00,NOT,1.25e-05,0.000448
2026-02-04T21:35:24.916783+00:00,TURBO,1.25e-05,0.00121
2026-02-04T21:35:24.916783+00:00,BRETT,1.25e-05,0.00887
2026-02-04T21:35:24.916783+00:00,IO,1.25e-05,0.11946
2026-02-04T21:35:24.916783+00:00,ZK,-3.02253e-05,0.023036
2026-02-04T21:35:24.916783+00:00,BLAST,-0.0001506218,0.000613
2026-02-04T21:35:24.916783+00:00,LISTA,0.0,0.12466
2026-02-04T21:35:24.916783+00:00,MEW,1.25e-05,0.000678
2026-02-04T21:35:24.916783+00:00,RENDER,1.25e-05,1.5245
2026-02-04T21:35:24.916783+00:00,kDOGS,0.0,0.13659
2026-02-04T21:35:24.916783+00:00,POL,1.11456e-05,0.10762
2026-02-04T21:35:24.916783+00:00,CATI,0.0,0.082821
2026-02-04T21:35:24.916783+00:00,CELO,-1.65934e-05,0.090455
2026-02-04T21:35:24.916783+00:00,HMSTR,1.25e-05,0.000191
2026-02-04T21:35:24.916783+00:00,SCR,-1.16136e-05,0.05843
2026-02-04T21:35:24.916783+00:00,NEIROETH,0.0,0.01808
2026-02-04T21:35:24.916783+00:00,kNEIRO,1.25e-05,0.08599
2026-02-04T21:35:24.916783+00:00,GOAT,1.25e-05,0.025211
2026-02-04T21:35:24.916783+00:00,MOODENG,1.25e-05,0.052444
2026-02-04T21:35:24.916783+00:00,GRASS,-8.0712e-06,0.2187
2026-02-04T21:35:24.916783+00:00,PURR,1.25e-05,0.088342
2026-02-04T21:35:24.916783+00:00,PNUT,1.25e-05,0.05506
2026-02-04T21:35:24.916783+00:00,XLM,-1.13015e-05,0.17231
2026-02-04T21:35:24.916783+00:00,CHILLGUY,1.25e-05,0.011315
